name,longitude,latitude,geometry,nearest_tract_index,nearest_tract,distance_to_nearest_tract
WILD BY NATURE INC,-73.104449225,40.942080104,POINT (-73.104449225 40.94208010399999),333,159700,877.3611456624756
RIZKQ INC,-73.968932793,40.647273301,POINT (-73.968932793 40.64727330099999),4829,050600,258.08153026717804
A PLUS CONVENIENCE STORES INC,-77.276691039,42.880435937,POINT (-77.276691039 42.88043593700001),4318,051102,631.0043314323183
1815 SAVANNAH FOOD CORP,-73.908484184,40.847445764,POINT (-73.908484184 40.847445764),2553,022901,184.22177043907428
CHOSEN RX INC,-73.894462601,40.860341867,POINT (-73.894462601 40.860341866999995),2737,039902,27.054528064225128
MONHAGEN AVENUE MINI MART INC,-74.431398769,41.44839461,POINT (-74.431398769 41.44839461),3381,015100,217.7846536045974
SUSHILUX CORP,-73.981671275,40.780825518,POINT (-73.981671275 40.78082551799999),67,016100,390.1980498343301
TARGET CORPORATION,-73.874882643,40.735298288,POINT (-73.874882643 40.735298287999996),2086,047500,195.47283069221388
BOLLA OPERATING LI CORP,-73.276632853,40.844075107,POINT (-73.276632853 40.844075107),1794,135201,647.6876666833316
415 E MAIN GAS LLC,-72.656809135,40.918343841,POINT (-72.656809135 40.918343841),1782,169800,1314.6778735621278
JAY DELI GROCERY CORP,-73.912957606,40.715126526,POINT (-73.912957606 40.715126526),2240,053501,152.6756398310925
HEAVENLY CRUMBS INC,-73.938506988,40.684367582,POINT (-73.938506988 40.684367582),4565,027500,59.09167244962945
POSH PRETZELS INC,-73.858275851,41.076553428,POINT (-73.858275851 41.07655342799998),2620,011401,704.6810051809783
TRONCOSO DELI GROCERY CORP,-73.901801712,40.812640875,POINT (-73.901801712 40.812640875),5292,008300,115.1612170189897
ROCKLAND MOBIL MART INC,-73.797700989,41.752186675,POINT (-73.797700989 41.752186675),1015,130003,865.7869229571363
HALIMES 99 CENTS & UP INC,-74.019617659,40.639996259,POINT (-74.019617659 40.639996259),3281,007200,75.16056702779905
CVS ALBANY LLC,-75.133969223,42.168967548,POINT (-75.13396922300001 42.168967548),3556,970602,3338.4913465729433
FOOD TOWNE OF NORTH CHILI INC,-77.807002486,43.119743589,POINT (-77.807002486 43.119743589),707,014505,480.2543644464995
CAESARS DELI GROCERY CORP,-73.777491969,40.911606886,POINT (-73.777491969 40.911606886),40,005901,408.658737164421
KINGS 7 DELI & GROCERY INC,-73.980736609,40.605118741,POINT (-73.980736609 40.605118741000005),4660,042600,77.19556652363966
GREEN POINT MARKET INC,-73.733667104,40.712573692,POINT (-73.733667104 40.71257369200001),4045,056800,332.8677898915112
BORJAS DELI GROCERY CORP,-73.895547387,40.730566369,POINT (-73.895547387 40.730566369),2378,051300,221.71213424943525
CLIFFORDS SUNRISE TO SUNSET MARKETS INC,-76.399247598,43.309702283,POINT (-76.399247598 43.309702283),221,021102,574.614429232976
EASTCHESTER GOURMET DELI INC,-73.842942982,40.86956326,POINT (-73.842942982 40.86956325999999),3178,036000,302.64178441282905
SPEEDWAY LLC,-77.587845641,43.142879444,POINT (-77.587845641 43.14287944400001),1598,003102,379.851597987938
BED-ROSS GROCERY LLC,-73.961658475,40.70364621,POINT (-73.961658475 40.70364621),5028,053900,134.422890089425
NEW YEMEN CONVENIENCE INC,-73.939659416,40.826253044,POINT (-73.939659416 40.826253044),3409,023502,191.7184151123187
FUJISAN FRANCHISING CORP,-76.007510971,42.098531356,POINT (-76.007510971 42.098531355999995),3983,013100,1751.9137630250439
GUGGIN LLC,-73.722147352,40.68981913,POINT (-73.722147352 40.68981913),5350,062200,616.1646895498045
FASTRAC EG LLC,-74.983356062,43.704782954,POINT (-74.983356062 43.70478295400001),891,011502,2155.4480243070857
FROZEN FUNDS INC,-72.498077095,40.881935284,POINT (-72.498077095 40.881935284),400,190709,3613.777263852847
JALIL 105 CORP,-73.957072652,40.718599735,POINT (-73.957072652 40.71859973499999),5033,055300,299.8997551682408
PEOPLES BAKERY & PASTRY INC,-73.990096428,40.599917812,POINT (-73.990096428 40.599917811999994),4580,029800,210.7384680698873
MOTHER MOUSSE BAKERY INC,-74.10317593,40.577593032,POINT (-74.10317593 40.57759303200001),3493,011402,426.9235430517782
STAUBITZ MEAT MKT INC,-73.99408831,40.686457777,POINT (-73.99408831 40.686457776999994),3264,004500,213.03813564097558
L & D DELI GROCERY CORP,-73.941386339,40.676552672,POINT (-73.941386339 40.67655267200001),4618,031100,205.65486453637712
A PLUS CONVENIENCE STORES INC,-74.069721156,41.50505175,POINT (-74.069721156 41.50505175),781,010400,1063.2345700923368
SUSHILUX CORP,-73.983179933,40.774395592,POINT (-73.983179933 40.77439559199999),3235,015302,149.5534904736755
VAN BRUNT STILLHOUSE LLC,-74.010028846,40.673709279,POINT (-74.010028846 40.673709279),3292,008500,383.72364191543363
UNION BLVD DELI CORP,-73.235804583,40.729145569,POINT (-73.235804583 40.72914556900001),271,147301,679.154069576924
SIX CIRCLES FARM LLC,-76.825146515,42.608989343,POINT (-76.825146515 42.608989343000005),566,950900,1801.2499958848773
SANDORA PENNY,-73.560179478,43.442453315,POINT (-73.560179478 43.442453315),32,081001,5186.279015820919
WALGREEN EASTERN CO INC,-74.092726379,40.586420517,POINT (-74.092726379 40.586420517),3454,009602,526.1482999850873
KARIM DELI GROCERY CORPORATION,-73.94599714,40.813063952,POINT (-73.94599714 40.81306395199999),148,022600,107.96267747113454
JEROME DELI DELICIOUS INC,-73.912021934,40.848481306,POINT (-73.912021934 40.84848130599999),5017,021700,113.41687991640018
VINYL BEER LLC,-73.95063468,40.786056496,POINT (-73.95063468 40.78605649599999),3665,015802,53.87306214455467
DOLLAR TREE STORES INC,-77.605657101,43.247422941,POINT (-77.605657101 43.247422940999996),2881,010100,955.2797321267057
5 SENSES DELI,-73.985459308,40.735971355,POINT (-73.985459308 40.735971355),3663,005000,148.97178915847252
ROYAL WAY HEALTH FOOD STORE INC,-73.674466812,40.707497192,POINT (-73.674466812 40.70749719199999),919,405500,587.6337354275258
WHAT'S POPPIN ENTERPRISES INC,-76.166034637,43.088388398,POINT (-76.16603463700001 43.08838839799999),3895,000200,1634.6151581018446
RITE AID OF NEW YORK INC,-74.055008653,41.456908528,POINT (-74.055008653 41.456908528),2744,012602,267.7210538835165
LOS VECINOS GROCERY STORE INC,-73.867336499,40.743187,POINT (-73.867336499 40.74318699999999),2050,041100,175.27249152909127
JERUSALEM AVE INC,-73.58570229,40.696925433,POINT (-73.58570229 40.69692543299999),894,407502,426.15580603473273
CONSUMERS BEVERAGES INC,-78.744948934,42.94256956,POINT (-78.744948934 42.94256955999999),291,010103,1262.4143048902326
NAGLE OIL CORP,-74.075923,41.617212,POINT (-74.075923 41.617211999999995),4415,954100,2483.8463826239276
STEWARTS SHOPS CORP,-73.585538004,43.267209597,POINT (-73.585538004 43.267209597),36,088001,2022.0349210912027
M&Z DELI 1 CORP,-73.9770132,40.726878499,POINT (-73.9770132 40.726878499),2622,002800,17.05742151316657
UTICA DELI & SMOKE SHOP 1 CORP,-73.931157651,40.666847476,POINT (-73.931157651 40.666847476),2457,034902,106.37585282401845
FAMOUS GOURMET AND GRILL CORP,-73.887160705,40.815983413,POINT (-73.887160705 40.815983413000005),599,009301,244.89853881341006
DOLLAR TREE STORES INC,-76.167234842,42.607890937,POINT (-76.167234842 42.60789093700001),218,970500,259.09799374395465
GOLDEN CORNER LLC,-78.853774117,42.922006865,POINT (-78.853774117 42.92200686499999),4279,005202,501.63590293381833
1088 FLATBUSH DELI INC,-73.958046294,40.64393085,POINT (-73.958046294 40.64393084999999),2447,079201,157.91936281420064
GG WOODMERE LLC,-73.710193501,40.634472166,POINT (-73.710193501 40.634472165999995),3900,411400,432.2819236013186
RICHY DELI GROCERY CORP,-73.892219017,40.856102133,POINT (-73.892219017 40.856102133),2728,038500,25.720845281587835
E&S CUSTOM KOSHER MEAT MARKET INC,-73.849500145,40.733234496,POINT (-73.849500145 40.73323449600001),4147,074300,106.02937749751428
CIACCIA INTRNTL IMPRTS FN FDS INC,-77.681052404,43.168485865,POINT (-77.681052404 43.168485864999994),1016,980200,828.8514929938287
CVS ALBANY LLC,-73.837347801,40.925282184,POINT (-73.837347801 40.925282184),4911,003800,173.50372457417384
WANDERING FOOL LLC,-73.756050823,42.183710445,POINT (-73.756050823 42.18371044500001),2941,001100,5777.336299229962
WALGREEN EASTERN CO INC,-73.686732051,40.688861832,POINT (-73.686732051 40.68886183199999),1203,405700,794.7657819349835
AA NY MARKET CORP,-73.887417863,40.7555045,POINT (-73.887417863 40.7555045),2283,030903,351.4964010662004
SOUTHERN TIER GROCERY INC,-74.620075829,42.93197781,POINT (-74.620075829 42.93197780999999),1926,072300,5947.326611394094
RMP MIDDLE ISLAND CORP,-72.962543244,40.878966246,POINT (-72.962543244 40.878966246),2008,158310,1523.2704099178407
DUANE READE ETAL PTRS,-73.982809286,40.76746929,POINT (-73.982809286 40.76746928999999),3534,013900,284.4434341882087
ARTIE FOOD CENTER CORP,-73.866798381,40.754498002,POINT (-73.866798381 40.754498001999984),3027,037700,206.93840101709097
SYKUT ANDREW,-77.599208987,43.185611308,POINT (-77.599208987 43.185611308),2850,007900,221.2902347293076
OJ VALERIO DELI GROCERY INC,-73.90845468,40.834754766,POINT (-73.90845468 40.834754766),3157,017702,182.9672436533369
JOSEPH KORN BAKE SHOP INC,-73.986358016,40.630434268,POINT (-73.986358016 40.630434267999995),4500,023600,342.50358539002974
EDWARD FOOD INC,-73.850052428,40.904137562,POINT (-73.850052428 40.904137561999995),757,044200,326.0914541987152
PLAZA PUEBLA 47 GROCERY INC,-73.918410369,40.739071528,POINT (-73.918410369 40.739071528000004),4075,023501,159.43555008552877
CUMBERLAND FARMS INC,-74.105590756,41.435487066,POINT (-74.105590756 41.435487066),3468,013201,2780.571756617507
BROADWAY SPECIALTY FOODS INC,-73.96748482,40.802342492,POINT (-73.96748482 40.802342491999994),118,019500,384.3464152167809
CVS ALBANY LLC,-73.606989725,40.640086239,POINT (-73.606989725 40.640086239),5313,413700,671.7873151810832
66 MYRTLE AVE DELI & GROCERY INC,-73.88823359,40.701446883,POINT (-73.88823359 40.701446882999996),4046,057700,240.06409508053468
FUSCO DAVID M&AUDRA R,-77.315812315,42.336436968,POINT (-77.315812315 42.336436967999994),1614,961200,1523.5015760008562
PRICE CHOPPER OPERATING CO INC,-73.931686,41.665184,POINT (-73.931686 41.665184),5406,140500,269.89158990829895
1622 CANARSIE DELI & GRILL INC,-73.919411336,40.637518317,POINT (-73.919411336 40.637518316999994),5213,095000,237.89748543001002
MARTAS DELI NY CORP,-72.660980389,40.912930808,POINT (-72.660980389 40.91293080799999),1782,169800,1534.2184109996556
GREAT CITY TRADING INC,-73.988091812,40.614588196,POINT (-73.988091812 40.61458819600001),4939,025800,155.40360526216762
K GAS AND CONVENIENCE LLC,-73.331170461,40.765214223,POINT (-73.331170461 40.76521422300001),1626,122706,682.8641598675432
627 GARDEN GOURMENT DELI CORP,-73.892409873,40.846188772,POINT (-73.892409873 40.846188772000005),518,036901,208.179299809611
JUS BAR LLC,-73.966678816,40.597585757,POINT (-73.966678816 40.597585757),5067,039400,169.3976462914205
S&A GOURMET DELI CORPORATION,-73.99866793,40.744758062,POINT (-73.99866793 40.744758062),3578,009100,293.18882333494247
1029 FOOD PLAZA INC,-73.903230994,40.854726495,POINT (-73.903230994 40.854726495),5220,023704,204.34083276258932
MARUTI 9116 CORP,-74.032801722,40.619630958,POINT (-74.032801722 40.619630958),4948,005800,79.46287586080356
DOLGEN NEW YORK LLC,-73.686911926,41.625217354,POINT (-73.686911926 41.625217354),3121,020004,2045.3598354659837
LWIN FAMILY CO LLC,-73.772139621,43.091331242,POINT (-73.772139621 43.091331242),4233,061201,1016.9191854863112
AOK 1139 INC,-74.094840546,40.58384195,POINT (-74.094840546 40.58384195),3492,011401,417.6309637050937
OHMSAISJP LLC,-76.572211439,43.166256278,POINT (-76.572211439 43.166256278000006),2065,040201,5375.5621297470525
BUSY BEE STORES CORP,-73.396546707,40.728111435,POINT (-73.396546707 40.728111435),407,122408,992.8519076896847
HANU NY INC,-73.880540009,40.756227943,POINT (-73.880540009 40.756227943000006),4078,027702,291.6672822213439
GANADA CORP,-73.966909234,40.799352331,POINT (-73.96690923400001 40.799352331),3646,018900,317.4902610370136
ESA MOHAMED A,-73.868242751,40.749164974,POINT (-73.868242751 40.749164973999996),4176,040901,248.54599170847678
BORDER VIEW ENTERPRISES INC,-73.452105985,44.979619004,POINT (-73.452105985 44.979619004),1118,100101,2158.943595667119
STATE STREET SUPERMARKET INC,-73.925446306,42.798748213,POINT (-73.925446306 42.798748212999996),2151,020700,858.8101683566734
TULCINGO DELI GROCERY CORP,-73.919391639,40.704556778,POINT (-73.919391639 40.704556778),4708,044500,58.227971912720356
LA FAMILIA DELI MARKET CORP,-73.911025996,40.837897309,POINT (-73.91102599600002 40.837897309),3157,017702,227.91084044969944
MARIOS MEAT MARKET INC,-73.855086516,40.848811889,POINT (-73.855086516 40.848811889),5295,025200,186.79151672465005
LAMA TRADING IV INC,-73.909966021,40.775453472,POINT (-73.909966021 40.775453471999995),2194,011300,154.9301462129077
"KPH HEALTHCARE SERVICES, INC.",-76.092252599,43.166284986,POINT (-76.092252599 43.166284986),911,010301,1474.5513285610298
ADVANCED FRESH CONCEPTS FRANCHISE CORP,-73.642222636,40.622589225,POINT (-73.642222636 40.622589225),1512,413200,876.3389684262946
AL-AMIN HALAL FISH MEAT AND GROCERIES CO,-73.903068134,40.851784028,POINT (-73.903068134 40.851784028000004),2557,023502,64.20430806567384
A L BROADWAY GROCERY CORP,-73.944844461,40.83366734,POINT (-73.944844461 40.83366733999999),3412,023900,351.2859269731472
STEWARTS SHOPS CORP,-73.816567731,42.674133034,POINT (-73.816567731 42.674133033999986),4857,001802,648.8490978309975
UNION CONVENIENCE STORE INC,-73.805115537,40.721106427,POINT (-73.805115537 40.721106427),4222,126500,137.08047961669448
FAMILY PRICE RITE INC,-78.890254423,42.922247133,POINT (-78.890254423 42.922247133),4125,006301,683.7465581131014
LINCOLN DELI AND SMOKE SHOP CORP,-73.961549175,40.660889577,POINT (-73.961549175 40.660889577),2,079801,258.41577460850436
HEIGHTS DELI FOODS INC THE,-73.94908495,40.822922327,POINT (-73.94908495 40.822922327),135,022700,221.25220431142918
CUTTING THE CHEESE LLC,-74.931861085,42.699972933,POINT (-74.931861085 42.69997293299999),3316,590102,5108.960831476695
26-20 JACKSON AVENUE CORP,-73.941521456,40.747277411,POINT (-73.941521456 40.74727741099999),4070,001902,156.15901762115712
ILIANA DELI GROCERY LLC,-73.910696085,40.848552888,POINT (-73.91069608500001 40.848552888),5239,022701,196.55689488639527
CHAMPLAIN VALLEY MILLING CORP,-73.396792632,44.366430526,POINT (-73.396792632 44.366430525999995),255,960800,1951.2980847186564
STOP ONE SUPERMARKET CORP,-73.906021497,40.689370949,POINT (-73.906021497 40.68937094900001),4642,041100,191.18946488653486
MADONNA SUPERMARKET LLC,-73.867874869,40.685004481,POINT (-73.867874869 40.68500448099999),3850,118400,151.25205466148952
MANGUS ROBERT G,-76.850638733,42.413109463,POINT (-76.850638733 42.41310946299999),214,950200,7277.227511464235
FAMILY DOLLAR STORES OF NEW YORK LLC,-77.817484573,43.118478743,POINT (-77.817484573 43.11847874299998),707,014505,1274.7938594394527
SUSHILOVER INC,-74.42367845,41.429250008,POINT (-74.42367845 41.429250008),1572,001500,1032.0652168875588
JUICE PRESS LLC THE,-74.010934426,40.714871381,POINT (-74.010934426 40.714871380999995),3595,002100,95.98234682081781
STEWARTS SHOPS CORP,-74.370878578,43.006765425,POINT (-74.370878578 43.006765425),685,971300,1178.4783180076868
ELIMAR GROCERY & BAKERY CORP,-73.944921575,40.795145538,POINT (-73.944921575 40.79514553799999),3629,017200,147.46758041242362
VERONA OIL CO INC,-74.651754198,42.146102442,POINT (-74.651754198 42.146102442),3818,971200,2710.230573704556
SPEEDWAY LLC,-78.696308163,43.119722467,POINT (-78.696308163 43.119722467),1332,023405,758.3851211583351
MANDELL FOOD STORES INC,-73.919807046,40.766374069,POINT (-73.919807046 40.766374069),2185,006300,210.57118259314353
BELFIORE FOOD CORP,-73.857811808,40.893026805,POINT (-73.857811808 40.893026805),5284,042000,172.18507727209035
CROMERS CORNER INC,-72.339464389,40.995806868,POINT (-72.339464389 40.995806868),368,190711,914.2119717576654
LUCKY PETROLEUM INC,-73.782067147,42.247885178,POINT (-73.782067147 42.24788517799999),2972,001300,506.81989639493816
CAZZOLLA JOSEPH,-73.992334732,41.224243283,POINT (-73.992334732 41.224243283),4380,010102,301.9598529993283
DOLLAR TREE STORES INC,-73.740722823,42.834913234,POINT (-73.740722823 42.834913234),4255,062408,1109.160667632092
RAYMOND HADLEY CORP,-76.502749518,42.213398005,POINT (-76.502749518 42.213398004999995),2103,020701,1938.1286212876976
MI PLAZA VARIEDADES CORP,-73.248695812,40.79839038,POINT (-73.248695812 40.79839038000001),1869,145605,655.536572070056
GLATT KOSHER WHOLESALERS LLC,-73.949657392,40.701092473,POINT (-73.949657392 40.701092472999996),4830,050700,226.60121123102985
LOVES TRAVEL STOPS&CNTRY STRS INC,-75.835821599,42.101633457,POINT (-75.835821599 42.10163345699999),2538,012600,3022.230098200206
117 LEXINGTON INC,-73.941398242,40.799179161,POINT (-73.941398242 40.799179161),109,018200,102.63464913095353
LAMA TRADING II INC,-73.967742815,40.639566309,POINT (-73.967742815 40.639566308999996),4791,049200,255.84954329580688
DOLLAR TREE STORES INC,-73.643887869,40.657626083,POINT (-73.643887869 40.65762608299999),3944,412400,399.3098862192012
FAMILY DOLLAR STORES OF NEW YORK LLC,-73.705902637,44.722094501,POINT (-73.705902637 44.722094500999994),1304,100700,8763.469365889508
BOGOPA BRUCKNER INC,-73.873830463,40.822750917,POINT (-73.873830463 40.82275091699999),632,002800,391.1238675301837
LA NUEVA CASA LATINA SUPERMARKET CORP,-73.910662222,41.698253067,POINT (-73.910662222 41.698253067),1055,220901,670.7637426266131
ALDI INC,-78.88001861,42.954404262,POINT (-78.88001861 42.95440426199999),4414,005600,647.3883939865775
CROPSEY SERVICE STATION INC,-74.004536939,40.601513936,POINT (-74.004536939 40.601513936),4781,028200,217.63940920655617
WEGMANS FOOD MARKETS INC,-78.823498934,43.038345921,POINT (-78.823498934 43.038345920999994),3606,009107,859.5078126264974
JJ BROTHERS DELI GROCERY CORP,-73.895753163,40.664402475,POINT (-73.895753163 40.66440247500001),1090,112600,229.9795592546065
STAUBER PERFORMANCE INGREDIENTS INC,-74.361533175,41.330588805,POINT (-74.361533175 41.330588805000005),1558,014400,2386.9527420445825
SALEH EDRIS ALI,-78.804499674,42.906306262,POINT (-78.80449967400001 42.90630626199999),644,003000,327.9893088810564
WALGREEN EASTERN CO INC,-73.987125882,41.219222062,POINT (-73.987125882 41.21922206199999),4380,010102,826.4773659964384
